
Pavarde       Vardas         Galutinis (Vid.)    Galutinis (Med.)    
Pavarde197     Vardas197      x.xx                3.20                
Pavarde198     Vardas198      x.xx                3.80                
Pavarde201     Vardas201      x.xx                2.60                
Pavarde203     Vardas203      x.xx                4.20                
Pavarde206     Vardas206      x.xx                4.00                
Pavarde207     Vardas207      x.xx                3.60                
Pavarde208     Vardas208      x.xx                4.00                
Pavarde211     Vardas211      x.xx                4.20                
Pavarde212     Vardas212      x.xx                2.80                
Pavarde215     Vardas215      x.xx                4.80                
Pavarde216     Vardas216      x.xx                2.40                
Pavarde217     Vardas217      x.xx                3.80                
Pavarde218     Vardas218      x.xx                3.60                
Pavarde222     Vardas222      x.xx                2.40                
Pavarde227     Vardas227      x.xx                2.20                
Pavarde229     Vardas229      x.xx                3.80                
Pavarde230     Vardas230      x.xx                2.60                
Pavarde233     Vardas233      x.xx                3.40                
Pavarde238     Vardas238      x.xx                4.00                
Pavarde240     Vardas240      x.xx                4.60                
Pavarde242     Vardas242      x.xx                4.40                
Pavarde244     Vardas244      x.xx                3.80                
Pavarde248     Vardas248      x.xx                4.20                
Pavarde251     Vardas251      x.xx                3.40                
Pavarde253     Vardas253      x.xx                3.20                
Pavarde255     Vardas255      x.xx                3.00                
Pavarde263     Vardas263      x.xx                2.60                
Pavarde264     Vardas264      x.xx                4.00                
Pavarde268     Vardas268      x.xx                4.60                
Pavarde269     Vardas269      x.xx                2.20                
Pavarde273     Vardas273      x.xx                3.60                
Pavarde274     Vardas274      x.xx                4.60                
Pavarde278     Vardas278      x.xx                3.20                
Pavarde280     Vardas280      x.xx                3.20                
Pavarde284     Vardas284      x.xx                4.40                
Pavarde286     Vardas286      x.xx                3.60                
Pavarde287     Vardas287      x.xx                4.60                
Pavarde290     Vardas290      x.xx                3.80                
Pavarde291     Vardas291      x.xx                3.60                
Pavarde292     Vardas292      x.xx                3.60                
Pavarde295     Vardas295      x.xx                3.00                
Pavarde296     Vardas296      x.xx                4.60                
Pavarde297     Vardas297      x.xx                4.80                
Pavarde301     Vardas301      x.xx                4.80                
Pavarde303     Vardas303      x.xx                3.80                
Pavarde304     Vardas304      x.xx                3.40                
Pavarde305     Vardas305      x.xx                4.00                
Pavarde307     Vardas307      x.xx                2.60                
Pavarde311     Vardas311      x.xx                4.20                
Pavarde316     Vardas316      x.xx                3.00                
Pavarde318     Vardas318      x.xx                4.80                
Pavarde319     Vardas319      x.xx                4.60                
Pavarde320     Vardas320      x.xx                4.80                
Pavarde321     Vardas321      x.xx                4.00                
Pavarde322     Vardas322      x.xx                4.60                
Pavarde323     Vardas323      x.xx                4.80                
Pavarde327     Vardas327      x.xx                4.80                
Pavarde334     Vardas334      x.xx                3.60                
Pavarde335     Vardas335      x.xx                2.60                
Pavarde337     Vardas337      x.xx                4.20                
Pavarde343     Vardas343      x.xx                1.80                
Pavarde345     Vardas345      x.xx                3.80                
Pavarde350     Vardas350      x.xx                4.20                
Pavarde354     Vardas354      x.xx                2.80                
Pavarde356     Vardas356      x.xx                2.60                
Pavarde357     Vardas357      x.xx                4.80                
Pavarde358     Vardas358      x.xx                4.60                
Pavarde360     Vardas360      x.xx                3.80                
Pavarde362     Vardas362      x.xx                3.60                
Pavarde365     Vardas365      x.xx                2.60                
Pavarde366     Vardas366      x.xx                3.00                
Pavarde367     Vardas367      x.xx                1.80                
Pavarde369     Vardas369      x.xx                2.80                
Pavarde370     Vardas370      x.xx                3.40                
Pavarde371     Vardas371      x.xx                3.20                
Pavarde372     Vardas372      x.xx                3.20                
Pavarde373     Vardas373      x.xx                4.80                
Pavarde374     Vardas374      x.xx                3.00                
Pavarde375     Vardas375      x.xx                4.00                
Pavarde378     Vardas378      x.xx                4.60                
Pavarde379     Vardas379      x.xx                2.20                
Pavarde380     Vardas380      x.xx                3.60                
Pavarde381     Vardas381      x.xx                4.80                
Pavarde382     Vardas382      x.xx                4.20                
Pavarde386     Vardas386      x.xx                4.20                
Pavarde388     Vardas388      x.xx                3.80                
Pavarde389     Vardas389      x.xx                3.80                
Pavarde390     Vardas390      x.xx                4.80                
Pavarde391     Vardas391      x.xx                4.40                
Pavarde393     Vardas393      x.xx                4.20                
Pavarde394     Vardas394      x.xx                3.00                
Pavarde395     Vardas395      x.xx                4.80                
Pavarde396     Vardas396      x.xx                4.60                
Pavarde400     Vardas400      x.xx                2.60                
Pavarde403     Vardas403      x.xx                2.20                
Pavarde405     Vardas405      x.xx                4.60                
Pavarde406     Vardas406      x.xx                3.20                
Pavarde408     Vardas408      x.xx                4.20                
Pavarde409     Vardas409      x.xx                2.60                
Pavarde414     Vardas414      x.xx                3.80                
Pavarde415     Vardas415      x.xx                3.20                
Pavarde418     Vardas418      x.xx                4.40                
Pavarde422     Vardas422      x.xx                3.00                
Pavarde424     Vardas424      x.xx                3.60                
Pavarde426     Vardas426      x.xx                4.00                
Pavarde428     Vardas428      x.xx                2.60                
Pavarde429     Vardas429      x.xx                3.80                
Pavarde432     Vardas432      x.xx                3.80                
Pavarde434     Vardas434      x.xx                2.60                
Pavarde438     Vardas438      x.xx                4.40                
Pavarde443     Vardas443      x.xx                3.60                
Pavarde445     Vardas445      x.xx                2.60                
Pavarde446     Vardas446      x.xx                4.80                
Pavarde447     Vardas447      x.xx                4.40                
Pavarde454     Vardas454      x.xx                4.60                
Pavarde456     Vardas456      x.xx                3.40                
Pavarde458     Vardas458      x.xx                3.80                
Pavarde459     Vardas459      x.xx                3.80                
Pavarde460     Vardas460      x.xx                3.40                
Pavarde461     Vardas461      x.xx                2.80                
Pavarde462     Vardas462      x.xx                4.40                
Pavarde464     Vardas464      x.xx                3.80                
Pavarde471     Vardas471      x.xx                4.80                
Pavarde476     Vardas476      x.xx                3.40                
Pavarde478     Vardas478      x.xx                3.00                
Pavarde479     Vardas479      x.xx                3.60                
Pavarde480     Vardas480      x.xx                3.20                
Pavarde490     Vardas490      x.xx                4.20                
Pavarde494     Vardas494      x.xx                2.60                
Pavarde497     Vardas497      x.xx                3.40                
Pavarde504     Vardas504      x.xx                2.60                
Pavarde506     Vardas506      x.xx                3.80                
Pavarde508     Vardas508      x.xx                4.80                
Pavarde509     Vardas509      x.xx                4.40                
Pavarde515     Vardas515      x.xx                4.60                
Pavarde519     Vardas519      x.xx                3.40                
Pavarde521     Vardas521      x.xx                4.00                
Pavarde531     Vardas531      x.xx                2.80                
Pavarde532     Vardas532      x.xx                4.00                
Pavarde537     Vardas537      x.xx                2.20                
Pavarde538     Vardas538      x.xx                2.80                
Pavarde544     Vardas544      x.xx                4.60                
Pavarde545     Vardas545      x.xx                2.20                
Pavarde546     Vardas546      x.xx                4.20                
Pavarde548     Vardas548      x.xx                4.20                
Pavarde549     Vardas549      x.xx                3.00                
Pavarde552     Vardas552      x.xx                4.20                
Pavarde553     Vardas553      x.xx                4.00                
Pavarde556     Vardas556      x.xx                2.20                
Pavarde558     Vardas558      x.xx                2.60                
Pavarde564     Vardas564      x.xx                3.20                
Pavarde565     Vardas565      x.xx                4.60                
Pavarde566     Vardas566      x.xx                2.20                
Pavarde567     Vardas567      x.xx                3.20                
Pavarde574     Vardas574      x.xx                2.40                
Pavarde577     Vardas577      x.xx                4.40                
Pavarde580     Vardas580      x.xx                3.00                
Pavarde581     Vardas581      x.xx                4.60                
Pavarde582     Vardas582      x.xx                3.20                
Pavarde583     Vardas583      x.xx                3.60                
Pavarde586     Vardas586      x.xx                4.80                
Pavarde588     Vardas588      x.xx                2.80                
Pavarde592     Vardas592      x.xx                3.40                
Pavarde594     Vardas594      x.xx                3.20                
Pavarde595     Vardas595      x.xx                4.00                
Pavarde598     Vardas598      x.xx                4.80                
Pavarde599     Vardas599      x.xx                2.60                
Pavarde602     Vardas602      x.xx                4.20                
Pavarde605     Vardas605      x.xx                4.00                
Pavarde609     Vardas609      x.xx                4.00                
Pavarde610     Vardas610      x.xx                4.60                
Pavarde612     Vardas612      x.xx                3.40                
Pavarde614     Vardas614      x.xx                4.40                
Pavarde615     Vardas615      x.xx                3.80                
Pavarde618     Vardas618      x.xx                4.20                
Pavarde619     Vardas619      x.xx                3.60                
Pavarde621     Vardas621      x.xx                3.20                
Pavarde625     Vardas625      x.xx                3.20                
Pavarde627     Vardas627      x.xx                4.40                
Pavarde631     Vardas631      x.xx                3.00                
Pavarde632     Vardas632      x.xx                4.20                
Pavarde633     Vardas633      x.xx                4.00                
Pavarde637     Vardas637      x.xx                3.80                
Pavarde641     Vardas641      x.xx                3.60                
Pavarde642     Vardas642      x.xx                4.80                
Pavarde643     Vardas643      x.xx                3.60                
Pavarde644     Vardas644      x.xx                2.80                
Pavarde648     Vardas648      x.xx                4.00                
Pavarde654     Vardas654      x.xx                2.60                
Pavarde657     Vardas657      x.xx                4.20                
Pavarde659     Vardas659      x.xx                2.80                
Pavarde661     Vardas661      x.xx                3.40                
Pavarde664     Vardas664      x.xx                3.00                
Pavarde669     Vardas669      x.xx                4.40                
Pavarde671     Vardas671      x.xx                4.00                
Pavarde672     Vardas672      x.xx                3.00                
Pavarde673     Vardas673      x.xx                3.60                
Pavarde677     Vardas677      x.xx                3.00                
Pavarde682     Vardas682      x.xx                4.40                
Pavarde685     Vardas685      x.xx                3.00                
Pavarde687     Vardas687      x.xx                4.20                
Pavarde689     Vardas689      x.xx                2.60                
Pavarde691     Vardas691      x.xx                4.80                
Pavarde692     Vardas692      x.xx                4.20                
Pavarde694     Vardas694      x.xx                4.60                
Pavarde695     Vardas695      x.xx                4.80                
Pavarde698     Vardas698      x.xx                3.60                
Pavarde701     Vardas701      x.xx                4.20                
Pavarde705     Vardas705      x.xx                3.80                
Pavarde707     Vardas707      x.xx                1.80                
Pavarde708     Vardas708      x.xx                3.60                
Pavarde711     Vardas711      x.xx                3.00                
Pavarde713     Vardas713      x.xx                3.40                
Pavarde716     Vardas716      x.xx                3.40                
Pavarde719     Vardas719      x.xx                4.40                
Pavarde720     Vardas720      x.xx                2.20                
Pavarde722     Vardas722      x.xx                3.40                
Pavarde724     Vardas724      x.xx                3.20                
Pavarde725     Vardas725      x.xx                4.20                
Pavarde726     Vardas726      x.xx                3.20                
Pavarde727     Vardas727      x.xx                4.60                
Pavarde728     Vardas728      x.xx                4.00                
Pavarde731     Vardas731      x.xx                3.00                
Pavarde735     Vardas735      x.xx                3.20                
Pavarde738     Vardas738      x.xx                2.60                
Pavarde740     Vardas740      x.xx                4.80                
Pavarde746     Vardas746      x.xx                4.00                
Pavarde749     Vardas749      x.xx                4.80                
Pavarde751     Vardas751      x.xx                4.40                
Pavarde757     Vardas757      x.xx                4.40                
Pavarde760     Vardas760      x.xx                3.20                
Pavarde761     Vardas761      x.xx                2.20                
Pavarde763     Vardas763      x.xx                2.80                
Pavarde764     Vardas764      x.xx                3.00                
Pavarde767     Vardas767      x.xx                2.60                
Pavarde768     Vardas768      x.xx                2.20                
Pavarde770     Vardas770      x.xx                2.60                
Pavarde774     Vardas774      x.xx                4.80                
Pavarde775     Vardas775      x.xx                4.40                
Pavarde777     Vardas777      x.xx                3.40                
Pavarde780     Vardas780      x.xx                3.20                
Pavarde784     Vardas784      x.xx                2.60                
Pavarde787     Vardas787      x.xx                4.80                
Pavarde791     Vardas791      x.xx                3.00                
Pavarde794     Vardas794      x.xx                3.20                
Pavarde798     Vardas798      x.xx                3.00                
Pavarde800     Vardas800      x.xx                2.20                
Pavarde801     Vardas801      x.xx                2.80                
Pavarde802     Vardas802      x.xx                3.00                
Pavarde804     Vardas804      x.xx                3.20                
Pavarde805     Vardas805      x.xx                3.40                
Pavarde810     Vardas810      x.xx                3.80                
Pavarde813     Vardas813      x.xx                2.20                
Pavarde814     Vardas814      x.xx                3.20                
Pavarde815     Vardas815      x.xx                2.20                
Pavarde816     Vardas816      x.xx                3.00                
Pavarde818     Vardas818      x.xx                4.60                
Pavarde824     Vardas824      x.xx                3.80                
Pavarde832     Vardas832      x.xx                3.40                
Pavarde837     Vardas837      x.xx                4.40                
Pavarde839     Vardas839      x.xx                3.40                
Pavarde843     Vardas843      x.xx                4.60                
Pavarde854     Vardas854      x.xx                4.80                
Pavarde855     Vardas855      x.xx                3.20                
Pavarde859     Vardas859      x.xx                3.60                
Pavarde861     Vardas861      x.xx                4.20                
Pavarde864     Vardas864      x.xx                4.60                
Pavarde868     Vardas868      x.xx                3.00                
Pavarde869     Vardas869      x.xx                4.00                
Pavarde871     Vardas871      x.xx                4.20                
Pavarde874     Vardas874      x.xx                4.20                
Pavarde875     Vardas875      x.xx                2.40                
Pavarde876     Vardas876      x.xx                3.40                
Pavarde877     Vardas877      x.xx                3.40                
Pavarde878     Vardas878      x.xx                4.60                
Pavarde882     Vardas882      x.xx                4.60                
Pavarde886     Vardas886      x.xx                3.60                
Pavarde891     Vardas891      x.xx                4.40                
Pavarde892     Vardas892      x.xx                4.00                
Pavarde893     Vardas893      x.xx                2.20                
Pavarde895     Vardas895      x.xx                4.40                
Pavarde896     Vardas896      x.xx                4.60                
Pavarde897     Vardas897      x.xx                4.40                
Pavarde904     Vardas904      x.xx                1.80                
Pavarde906     Vardas906      x.xx                3.60                
Pavarde912     Vardas912      x.xx                3.80                
Pavarde913     Vardas913      x.xx                4.80                
Pavarde914     Vardas914      x.xx                1.80                
Pavarde920     Vardas920      x.xx                3.80                
Pavarde921     Vardas921      x.xx                2.80                
Pavarde923     Vardas923      x.xx                4.40                
Pavarde926     Vardas926      x.xx                3.80                
Pavarde928     Vardas928      x.xx                4.40                
Pavarde929     Vardas929      x.xx                4.80                
Pavarde933     Vardas933      x.xx                2.60                
Pavarde934     Vardas934      x.xx                3.00                
Pavarde936     Vardas936      x.xx                2.60                
Pavarde937     Vardas937      x.xx                2.40                
Pavarde941     Vardas941      x.xx                4.80                
Pavarde942     Vardas942      x.xx                4.80                
Pavarde945     Vardas945      x.xx                3.80                
Pavarde950     Vardas950      x.xx                4.20                
Pavarde952     Vardas952      x.xx                3.00                
Pavarde953     Vardas953      x.xx                4.20                
Pavarde956     Vardas956      x.xx                3.20                
Pavarde957     Vardas957      x.xx                2.40                
Pavarde958     Vardas958      x.xx                3.80                
Pavarde959     Vardas959      x.xx                3.40                
Pavarde960     Vardas960      x.xx                4.40                
Pavarde967     Vardas967      x.xx                3.20                
Pavarde970     Vardas970      x.xx                4.00                
Pavarde971     Vardas971      x.xx                3.80                
Pavarde974     Vardas974      x.xx                4.60                
Pavarde976     Vardas976      x.xx                4.00                
Pavarde981     Vardas981      x.xx                3.80                
Pavarde983     Vardas983      x.xx                4.00                
Pavarde985     Vardas985      x.xx                4.80                
Pavarde986     Vardas986      x.xx                4.20                
Pavarde988     Vardas988      x.xx                3.80                
Pavarde991     Vardas991      x.xx                4.80                
Pavarde995     Vardas995      x.xx                2.20                
Pavarde998     Vardas998      x.xx                4.00                
Pavarde999     Vardas999      x.xx                4.60                
Pavarde1000    Vardas1000     x.xx                3.40                
Pavarde1002    Vardas1002     x.xx                3.20                
Pavarde1006    Vardas1006     x.xx                4.00                
Pavarde1009    Vardas1009     x.xx                4.00                
Pavarde1011    Vardas1011     x.xx                4.80                
Pavarde1013    Vardas1013     x.xx                3.40                
Pavarde1015    Vardas1015     x.xx                2.20                
Pavarde1017    Vardas1017     x.xx                4.40                
Pavarde1019    Vardas1019     x.xx                4.60                
Pavarde1027    Vardas1027     x.xx                4.40                
Pavarde1028    Vardas1028     x.xx                3.20                
Pavarde1030    Vardas1030     x.xx                3.20                
Pavarde1032    Vardas1032     x.xx                3.40                
Pavarde1035    Vardas1035     x.xx                4.00                
Pavarde1039    Vardas1039     x.xx                4.80                
Pavarde1042    Vardas1042     x.xx                4.40                
Pavarde1043    Vardas1043     x.xx                3.00                
Pavarde1048    Vardas1048     x.xx                4.80                
Pavarde1052    Vardas1052     x.xx                4.40                
Pavarde1053    Vardas1053     x.xx                3.80                
Pavarde1054    Vardas1054     x.xx                4.40                
Pavarde1056    Vardas1056     x.xx                4.00                
Pavarde1057    Vardas1057     x.xx                4.40                
Pavarde1062    Vardas1062     x.xx                3.20                
Pavarde1063    Vardas1063     x.xx                4.20                
Pavarde1064    Vardas1064     x.xx                3.60                
Pavarde1065    Vardas1065     x.xx                3.60                
Pavarde1071    Vardas1071     x.xx                4.40                
Pavarde1072    Vardas1072     x.xx                4.00                
Pavarde1074    Vardas1074     x.xx                3.20                
Pavarde1076    Vardas1076     x.xx                2.20                
Pavarde1077    Vardas1077     x.xx                2.40                
Pavarde1079    Vardas1079     x.xx                4.40                
Pavarde1081    Vardas1081     x.xx                2.60                
Pavarde1082    Vardas1082     x.xx                4.20                
Pavarde1088    Vardas1088     x.xx                2.60                
Pavarde1089    Vardas1089     x.xx                2.20                
Pavarde1090    Vardas1090     x.xx                3.20                
Pavarde1091    Vardas1091     x.xx                3.80                
Pavarde1092    Vardas1092     x.xx                3.80                
Pavarde1094    Vardas1094     x.xx                3.60                
Pavarde1101    Vardas1101     x.xx                4.00                
Pavarde1110    Vardas1110     x.xx                3.20                
Pavarde1112    Vardas1112     x.xx                4.20                
Pavarde1113    Vardas1113     x.xx                3.60                
Pavarde1118    Vardas1118     x.xx                2.80                
Pavarde1119    Vardas1119     x.xx                3.40                
Pavarde1120    Vardas1120     x.xx                3.20                
Pavarde1122    Vardas1122     x.xx                2.60                
Pavarde1127    Vardas1127     x.xx                4.40                
Pavarde1128    Vardas1128     x.xx                1.80                
Pavarde1129    Vardas1129     x.xx                3.60                
Pavarde1130    Vardas1130     x.xx                4.60                
Pavarde1131    Vardas1131     x.xx                3.80                
Pavarde1132    Vardas1132     x.xx                3.60                
Pavarde1137    Vardas1137     x.xx                2.60                
Pavarde1139    Vardas1139     x.xx                4.20                
Pavarde1146    Vardas1146     x.xx                3.60                
Pavarde1149    Vardas1149     x.xx                2.60                
Pavarde1150    Vardas1150     x.xx                4.60                
Pavarde1152    Vardas1152     x.xx                3.80                
Pavarde1154    Vardas1154     x.xx                4.40                
Pavarde1157    Vardas1157     x.xx                2.60                
Pavarde1159    Vardas1159     x.xx                3.80                
Pavarde1160    Vardas1160     x.xx                4.20                
Pavarde1164    Vardas1164     x.xx                3.20                
Pavarde1167    Vardas1167     x.xx                2.60                
Pavarde1171    Vardas1171     x.xx                4.80                
Pavarde1173    Vardas1173     x.xx                4.80                
Pavarde1176    Vardas1176     x.xx                4.20                
Pavarde1179    Vardas1179     x.xx                3.40                
Pavarde1181    Vardas1181     x.xx                4.00                
Pavarde1183    Vardas1183     x.xx                2.60                
Pavarde1184    Vardas1184     x.xx                3.20                
Pavarde1193    Vardas1193     x.xx                4.60                
Pavarde1194    Vardas1194     x.xx                4.40                
Pavarde1195    Vardas1195     x.xx                4.00                
Pavarde1196    Vardas1196     x.xx                3.00                
Pavarde1197    Vardas1197     x.xx                2.20                
Pavarde1198    Vardas1198     x.xx                3.40                
Pavarde1201    Vardas1201     x.xx                4.80                
Pavarde1203    Vardas1203     x.xx                2.80                
Pavarde1204    Vardas1204     x.xx                4.40                
Pavarde1205    Vardas1205     x.xx                3.40                
Pavarde1206    Vardas1206     x.xx                3.00                
Pavarde1209    Vardas1209     x.xx                4.60                
Pavarde1213    Vardas1213     x.xx                2.20                
Pavarde1214    Vardas1214     x.xx                4.20                
Pavarde1215    Vardas1215     x.xx                3.00                
Pavarde1216    Vardas1216     x.xx                3.00                
Pavarde1217    Vardas1217     x.xx                3.20                
Pavarde1219    Vardas1219     x.xx                3.00                
Pavarde1220    Vardas1220     x.xx                3.40                
Pavarde1221    Vardas1221     x.xx                2.40                
Pavarde1223    Vardas1223     x.xx                4.40                
Pavarde1227    Vardas1227     x.xx                2.20                
Pavarde1230    Vardas1230     x.xx                3.20                
Pavarde1232    Vardas1232     x.xx                3.00                
Pavarde1235    Vardas1235     x.xx                3.40                
Pavarde1240    Vardas1240     x.xx                4.40                
Pavarde1242    Vardas1242     x.xx                4.80                
Pavarde1245    Vardas1245     x.xx                3.20                
Pavarde1247    Vardas1247     x.xx                3.20                
Pavarde1249    Vardas1249     x.xx                2.20                
Pavarde1250    Vardas1250     x.xx                2.20                
Pavarde1251    Vardas1251     x.xx                4.80                
Pavarde1252    Vardas1252     x.xx                4.80                
Pavarde1253    Vardas1253     x.xx                3.60                
Pavarde1254    Vardas1254     x.xx                4.40                
Pavarde1255    Vardas1255     x.xx                2.60                
Pavarde1257    Vardas1257     x.xx                3.60                
Pavarde1261    Vardas1261     x.xx                4.00                
Pavarde1262    Vardas1262     x.xx                2.40                
Pavarde1263    Vardas1263     x.xx                4.20                
Pavarde1266    Vardas1266     x.xx                3.20                
Pavarde1267    Vardas1267     x.xx                4.20                
Pavarde1268    Vardas1268     x.xx                2.60                
Pavarde1270    Vardas1270     x.xx                4.40                
Pavarde1271    Vardas1271     x.xx                4.80                
Pavarde1276    Vardas1276     x.xx                3.00                
Pavarde1280    Vardas1280     x.xx                4.60                
Pavarde1281    Vardas1281     x.xx                3.00                
Pavarde1287    Vardas1287     x.xx                4.80                
Pavarde1288    Vardas1288     x.xx                3.20                
Pavarde1289    Vardas1289     x.xx                4.40                
Pavarde1293    Vardas1293     x.xx                3.40                
Pavarde1295    Vardas1295     x.xx                4.20                
Pavarde1296    Vardas1296     x.xx                3.60                
Pavarde1297    Vardas1297     x.xx                3.00                
Pavarde1298    Vardas1298     x.xx                3.80                
Pavarde1299    Vardas1299     x.xx                3.40                
Pavarde1300    Vardas1300     x.xx                3.40                
Pavarde1301    Vardas1301     x.xx                2.40                
Pavarde1304    Vardas1304     x.xx                4.60                
Pavarde1307    Vardas1307     x.xx                4.80                
Pavarde1308    Vardas1308     x.xx                4.20                
Pavarde1311    Vardas1311     x.xx                4.60                
Pavarde1312    Vardas1312     x.xx                2.80                
Pavarde1313    Vardas1313     x.xx                3.80                
Pavarde1316    Vardas1316     x.xx                3.60                
Pavarde1321    Vardas1321     x.xx                2.80                
Pavarde1326    Vardas1326     x.xx                2.40                
Pavarde1327    Vardas1327     x.xx                3.00                
Pavarde1330    Vardas1330     x.xx                3.60                
Pavarde1332    Vardas1332     x.xx                2.20                
Pavarde1334    Vardas1334     x.xx                3.40                
Pavarde1339    Vardas1339     x.xx                3.00                
Pavarde1340    Vardas1340     x.xx                4.00                
Pavarde1346    Vardas1346     x.xx                4.20                
Pavarde1348    Vardas1348     x.xx                4.80                
Pavarde1350    Vardas1350     x.xx                3.00                
Pavarde1353    Vardas1353     x.xx                3.20                
Pavarde1355    Vardas1355     x.xx                3.00                
Pavarde1356    Vardas1356     x.xx                3.40                
Pavarde1359    Vardas1359     x.xx                4.20                
Pavarde1360    Vardas1360     x.xx                3.00                
Pavarde1364    Vardas1364     x.xx                2.60                
Pavarde1366    Vardas1366     x.xx                4.00                
Pavarde1367    Vardas1367     x.xx                2.60                
Pavarde1368    Vardas1368     x.xx                3.00                
Pavarde1372    Vardas1372     x.xx                4.60                
Pavarde1376    Vardas1376     x.xx                4.60                
Pavarde1377    Vardas1377     x.xx                3.60                
Pavarde1378    Vardas1378     x.xx                4.40                
Pavarde1379    Vardas1379     x.xx                4.80                
Pavarde1380    Vardas1380     x.xx                3.20                
Pavarde1381    Vardas1381     x.xx                4.60                
Pavarde1382    Vardas1382     x.xx                3.60                
Pavarde1384    Vardas1384     x.xx                3.80                
Pavarde1388    Vardas1388     x.xx                4.20                
Pavarde1389    Vardas1389     x.xx                3.60                
Pavarde1392    Vardas1392     x.xx                4.40                
Pavarde1393    Vardas1393     x.xx                3.20                
Pavarde1394    Vardas1394     x.xx                2.60                
Pavarde1395    Vardas1395     x.xx                4.80                
Pavarde1396    Vardas1396     x.xx                3.40                
Pavarde1397    Vardas1397     x.xx                3.20                
Pavarde1398    Vardas1398     x.xx                3.00                
Pavarde1399    Vardas1399     x.xx                4.80                
Pavarde1400    Vardas1400     x.xx                4.20                
Pavarde1401    Vardas1401     x.xx                2.60                
Pavarde1402    Vardas1402     x.xx                3.20                
Pavarde1407    Vardas1407     x.xx                2.20                
Pavarde1408    Vardas1408     x.xx                4.60                
Pavarde1418    Vardas1418     x.xx                3.60                
Pavarde1419    Vardas1419     x.xx                4.20                
Pavarde1424    Vardas1424     x.xx                3.40                
Pavarde1425    Vardas1425     x.xx                3.40                
Pavarde1430    Vardas1430     x.xx                4.80                
