
Pavarde       Vardas         Galutinis (Vid.)    Galutinis (Med.)    
Pavarde88      Vardas88       x.xx                6.60                
Pavarde89      Vardas89       x.xx                6.20                
Pavarde90      Vardas90       x.xx                8.20                
Pavarde91      Vardas91       x.xx                6.00                
Pavarde92      Vardas92       x.xx                7.60                
Pavarde93      Vardas93       x.xx                5.40                
Pavarde94      Vardas94       x.xx                7.40                
Pavarde95      Vardas95       x.xx                5.00                
Pavarde97      Vardas97       x.xx                8.80                
Pavarde98      Vardas98       x.xx                5.40                
Pavarde99      Vardas99       x.xx                6.00                
Pavarde100     Vardas100      x.xx                6.00                
Pavarde102     Vardas102      x.xx                5.60                
Pavarde103     Vardas103      x.xx                6.00                
Pavarde104     Vardas104      x.xx                8.40                
Pavarde106     Vardas106      x.xx                6.20                
Pavarde108     Vardas108      x.xx                6.20                
Pavarde109     Vardas109      x.xx                5.80                
Pavarde110     Vardas110      x.xx                6.60                
Pavarde112     Vardas112      x.xx                8.20                
Pavarde113     Vardas113      x.xx                8.00                
Pavarde115     Vardas115      x.xx                7.40                
Pavarde116     Vardas116      x.xx                8.00                
Pavarde117     Vardas117      x.xx                5.40                
Pavarde118     Vardas118      x.xx                8.00                
Pavarde120     Vardas120      x.xx                6.20                
Pavarde122     Vardas122      x.xx                7.80                
Pavarde124     Vardas124      x.xx                5.80                
Pavarde127     Vardas127      x.xx                6.40                
Pavarde128     Vardas128      x.xx                7.40                
Pavarde130     Vardas130      x.xx                6.80                
Pavarde133     Vardas133      x.xx                6.40                
Pavarde135     Vardas135      x.xx                7.80                
Pavarde136     Vardas136      x.xx                7.20                
Pavarde137     Vardas137      x.xx                6.20                
Pavarde143     Vardas143      x.xx                7.80                
Pavarde145     Vardas145      x.xx                5.80                
Pavarde146     Vardas146      x.xx                5.20                
Pavarde148     Vardas148      x.xx                5.60                
Pavarde153     Vardas153      x.xx                6.60                
Pavarde156     Vardas156      x.xx                5.60                
Pavarde157     Vardas157      x.xx                6.60                
Pavarde158     Vardas158      x.xx                8.40                
Pavarde159     Vardas159      x.xx                6.20                
Pavarde163     Vardas163      x.xx                8.60                
Pavarde164     Vardas164      x.xx                7.20                
Pavarde166     Vardas166      x.xx                5.40                
Pavarde167     Vardas167      x.xx                5.40                
Pavarde169     Vardas169      x.xx                8.80                
Pavarde170     Vardas170      x.xx                6.40                
Pavarde173     Vardas173      x.xx                6.60                
Pavarde174     Vardas174      x.xx                5.00                
Pavarde175     Vardas175      x.xx                6.60                
Pavarde176     Vardas176      x.xx                5.60                
Pavarde177     Vardas177      x.xx                7.00                
Pavarde178     Vardas178      x.xx                8.00                
Pavarde179     Vardas179      x.xx                7.80                
Pavarde181     Vardas181      x.xx                6.60                
Pavarde185     Vardas185      x.xx                7.20                
Pavarde186     Vardas186      x.xx                7.20                
Pavarde187     Vardas187      x.xx                5.80                
Pavarde188     Vardas188      x.xx                7.60                
Pavarde193     Vardas193      x.xx                6.00                
Pavarde194     Vardas194      x.xx                7.00                
Pavarde195     Vardas195      x.xx                8.00                
Pavarde199     Vardas199      x.xx                5.80                
Pavarde200     Vardas200      x.xx                7.20                
Pavarde202     Vardas202      x.xx                7.00                
Pavarde204     Vardas204      x.xx                5.00                
Pavarde205     Vardas205      x.xx                5.20                
Pavarde209     Vardas209      x.xx                7.00                
Pavarde210     Vardas210      x.xx                5.40                
Pavarde213     Vardas213      x.xx                6.20                
Pavarde214     Vardas214      x.xx                6.00                
Pavarde219     Vardas219      x.xx                5.00                
Pavarde220     Vardas220      x.xx                8.80                
Pavarde221     Vardas221      x.xx                7.40                
Pavarde223     Vardas223      x.xx                5.80                
Pavarde224     Vardas224      x.xx                7.40                
Pavarde225     Vardas225      x.xx                8.00                
Pavarde226     Vardas226      x.xx                5.40                
Pavarde228     Vardas228      x.xx                6.80                
Pavarde231     Vardas231      x.xx                7.60                
Pavarde232     Vardas232      x.xx                6.20                
Pavarde234     Vardas234      x.xx                6.20                
Pavarde235     Vardas235      x.xx                7.40                
Pavarde236     Vardas236      x.xx                7.00                
Pavarde237     Vardas237      x.xx                6.40                
Pavarde239     Vardas239      x.xx                5.80                
Pavarde241     Vardas241      x.xx                8.40                
Pavarde243     Vardas243      x.xx                8.80                
Pavarde245     Vardas245      x.xx                5.20                
Pavarde246     Vardas246      x.xx                5.20                
Pavarde247     Vardas247      x.xx                7.20                
Pavarde249     Vardas249      x.xx                6.60                
Pavarde250     Vardas250      x.xx                7.60                
Pavarde252     Vardas252      x.xx                6.40                
Pavarde254     Vardas254      x.xx                7.00                
Pavarde256     Vardas256      x.xx                7.00                
Pavarde257     Vardas257      x.xx                5.80                
Pavarde258     Vardas258      x.xx                7.20                
Pavarde259     Vardas259      x.xx                7.00                
Pavarde260     Vardas260      x.xx                7.20                
Pavarde261     Vardas261      x.xx                8.80                
Pavarde262     Vardas262      x.xx                8.00                
Pavarde265     Vardas265      x.xx                6.20                
Pavarde266     Vardas266      x.xx                5.80                
Pavarde267     Vardas267      x.xx                8.40                
Pavarde270     Vardas270      x.xx                8.00                
Pavarde271     Vardas271      x.xx                8.80                
Pavarde272     Vardas272      x.xx                7.80                
Pavarde275     Vardas275      x.xx                7.00                
Pavarde276     Vardas276      x.xx                5.80                
Pavarde277     Vardas277      x.xx                6.60                
Pavarde279     Vardas279      x.xx                8.40                
Pavarde281     Vardas281      x.xx                7.40                
Pavarde282     Vardas282      x.xx                6.20                
Pavarde283     Vardas283      x.xx                8.40                
Pavarde285     Vardas285      x.xx                7.60                
Pavarde288     Vardas288      x.xx                6.20                
Pavarde289     Vardas289      x.xx                7.40                
Pavarde293     Vardas293      x.xx                6.60                
Pavarde294     Vardas294      x.xx                7.40                
Pavarde298     Vardas298      x.xx                5.00                
Pavarde299     Vardas299      x.xx                6.80                
Pavarde300     Vardas300      x.xx                5.20                
Pavarde302     Vardas302      x.xx                7.00                
Pavarde306     Vardas306      x.xx                6.80                
Pavarde308     Vardas308      x.xx                8.20                
Pavarde309     Vardas309      x.xx                8.00                
Pavarde310     Vardas310      x.xx                8.80                
Pavarde312     Vardas312      x.xx                6.20                
Pavarde313     Vardas313      x.xx                5.20                
Pavarde314     Vardas314      x.xx                6.60                
Pavarde315     Vardas315      x.xx                7.20                
Pavarde317     Vardas317      x.xx                8.40                
Pavarde324     Vardas324      x.xx                7.40                
Pavarde325     Vardas325      x.xx                6.60                
Pavarde326     Vardas326      x.xx                7.80                
Pavarde328     Vardas328      x.xx                5.40                
Pavarde329     Vardas329      x.xx                6.80                
Pavarde330     Vardas330      x.xx                7.60                
Pavarde331     Vardas331      x.xx                6.00                
Pavarde332     Vardas332      x.xx                6.00                
Pavarde333     Vardas333      x.xx                5.20                
Pavarde336     Vardas336      x.xx                6.00                
Pavarde338     Vardas338      x.xx                8.00                
Pavarde339     Vardas339      x.xx                5.20                
Pavarde340     Vardas340      x.xx                7.60                
Pavarde341     Vardas341      x.xx                5.20                
Pavarde342     Vardas342      x.xx                5.40                
Pavarde344     Vardas344      x.xx                7.60                
Pavarde346     Vardas346      x.xx                5.00                
Pavarde347     Vardas347      x.xx                5.40                
Pavarde348     Vardas348      x.xx                9.20                
Pavarde349     Vardas349      x.xx                6.40                
Pavarde351     Vardas351      x.xx                6.00                
Pavarde352     Vardas352      x.xx                6.60                
Pavarde353     Vardas353      x.xx                7.80                
Pavarde355     Vardas355      x.xx                5.20                
Pavarde359     Vardas359      x.xx                8.80                
Pavarde361     Vardas361      x.xx                7.40                
Pavarde363     Vardas363      x.xx                6.60                
Pavarde364     Vardas364      x.xx                7.40                
Pavarde368     Vardas368      x.xx                5.60                
Pavarde376     Vardas376      x.xx                6.40                
Pavarde377     Vardas377      x.xx                7.00                
Pavarde383     Vardas383      x.xx                5.80                
Pavarde384     Vardas384      x.xx                7.60                
Pavarde385     Vardas385      x.xx                8.40                
Pavarde387     Vardas387      x.xx                8.00                
Pavarde392     Vardas392      x.xx                5.60                
Pavarde397     Vardas397      x.xx                5.60                
Pavarde398     Vardas398      x.xx                7.20                
Pavarde399     Vardas399      x.xx                6.20                
Pavarde401     Vardas401      x.xx                6.00                
Pavarde402     Vardas402      x.xx                7.60                
Pavarde404     Vardas404      x.xx                8.20                
Pavarde407     Vardas407      x.xx                8.00                
Pavarde410     Vardas410      x.xx                8.80                
Pavarde411     Vardas411      x.xx                6.20                
Pavarde412     Vardas412      x.xx                8.00                
Pavarde413     Vardas413      x.xx                7.40                
Pavarde416     Vardas416      x.xx                5.40                
Pavarde417     Vardas417      x.xx                6.80                
Pavarde419     Vardas419      x.xx                6.00                
Pavarde420     Vardas420      x.xx                7.20                
Pavarde421     Vardas421      x.xx                6.80                
Pavarde423     Vardas423      x.xx                7.20                
Pavarde425     Vardas425      x.xx                5.60                
Pavarde427     Vardas427      x.xx                8.40                
Pavarde430     Vardas430      x.xx                5.20                
Pavarde431     Vardas431      x.xx                5.00                
Pavarde433     Vardas433      x.xx                8.40                
Pavarde435     Vardas435      x.xx                5.40                
Pavarde436     Vardas436      x.xx                6.60                
Pavarde437     Vardas437      x.xx                7.00                
Pavarde439     Vardas439      x.xx                5.40                
Pavarde440     Vardas440      x.xx                6.40                
Pavarde441     Vardas441      x.xx                6.80                
Pavarde442     Vardas442      x.xx                7.60                
Pavarde444     Vardas444      x.xx                8.40                
Pavarde448     Vardas448      x.xx                5.80                
Pavarde449     Vardas449      x.xx                5.60                
Pavarde450     Vardas450      x.xx                7.40                
Pavarde451     Vardas451      x.xx                8.40                
Pavarde452     Vardas452      x.xx                8.00                
Pavarde453     Vardas453      x.xx                8.40                
Pavarde455     Vardas455      x.xx                6.40                
Pavarde457     Vardas457      x.xx                5.00                
Pavarde463     Vardas463      x.xx                7.60                
Pavarde465     Vardas465      x.xx                8.20                
Pavarde466     Vardas466      x.xx                7.80                
Pavarde467     Vardas467      x.xx                5.20                
Pavarde468     Vardas468      x.xx                7.00                
Pavarde469     Vardas469      x.xx                8.80                
Pavarde470     Vardas470      x.xx                6.20                
Pavarde472     Vardas472      x.xx                6.60                
Pavarde473     Vardas473      x.xx                8.40                
Pavarde474     Vardas474      x.xx                6.00                
Pavarde475     Vardas475      x.xx                8.80                
Pavarde477     Vardas477      x.xx                5.40                
Pavarde481     Vardas481      x.xx                5.40                
Pavarde482     Vardas482      x.xx                7.60                
Pavarde483     Vardas483      x.xx                6.00                
Pavarde484     Vardas484      x.xx                8.40                
Pavarde485     Vardas485      x.xx                8.60                
Pavarde486     Vardas486      x.xx                5.00                
Pavarde487     Vardas487      x.xx                8.00                
Pavarde488     Vardas488      x.xx                6.20                
Pavarde489     Vardas489      x.xx                5.20                
Pavarde491     Vardas491      x.xx                6.60                
Pavarde492     Vardas492      x.xx                5.00                
Pavarde493     Vardas493      x.xx                6.00                
Pavarde495     Vardas495      x.xx                5.80                
Pavarde496     Vardas496      x.xx                5.40                
Pavarde498     Vardas498      x.xx                8.00                
Pavarde499     Vardas499      x.xx                5.20                
Pavarde500     Vardas500      x.xx                8.60                
Pavarde501     Vardas501      x.xx                6.40                
Pavarde502     Vardas502      x.xx                7.20                
Pavarde503     Vardas503      x.xx                7.40                
Pavarde505     Vardas505      x.xx                7.00                
Pavarde507     Vardas507      x.xx                8.40                
Pavarde510     Vardas510      x.xx                6.80                
Pavarde511     Vardas511      x.xx                8.00                
Pavarde512     Vardas512      x.xx                8.00                
Pavarde513     Vardas513      x.xx                5.20                
Pavarde514     Vardas514      x.xx                6.40                
Pavarde516     Vardas516      x.xx                5.60                
Pavarde517     Vardas517      x.xx                5.80                
Pavarde518     Vardas518      x.xx                5.20                
Pavarde520     Vardas520      x.xx                7.00                
Pavarde522     Vardas522      x.xx                6.60                
Pavarde523     Vardas523      x.xx                8.80                
Pavarde524     Vardas524      x.xx                5.60                
Pavarde525     Vardas525      x.xx                8.40                
Pavarde526     Vardas526      x.xx                5.60                
Pavarde527     Vardas527      x.xx                6.40                
Pavarde528     Vardas528      x.xx                6.40                
Pavarde529     Vardas529      x.xx                5.60                
Pavarde530     Vardas530      x.xx                5.40                
Pavarde533     Vardas533      x.xx                6.60                
Pavarde534     Vardas534      x.xx                6.80                
Pavarde535     Vardas535      x.xx                6.20                
Pavarde536     Vardas536      x.xx                7.60                
Pavarde539     Vardas539      x.xx                8.40                
Pavarde540     Vardas540      x.xx                8.80                
Pavarde541     Vardas541      x.xx                5.80                
Pavarde542     Vardas542      x.xx                8.00                
Pavarde543     Vardas543      x.xx                5.00                
Pavarde547     Vardas547      x.xx                6.40                
Pavarde550     Vardas550      x.xx                6.60                
Pavarde551     Vardas551      x.xx                6.00                
Pavarde554     Vardas554      x.xx                5.20                
Pavarde555     Vardas555      x.xx                7.80                
Pavarde557     Vardas557      x.xx                7.80                
Pavarde559     Vardas559      x.xx                6.20                
Pavarde560     Vardas560      x.xx                8.40                
Pavarde561     Vardas561      x.xx                7.60                
Pavarde562     Vardas562      x.xx                6.60                
Pavarde563     Vardas563      x.xx                7.40                
Pavarde568     Vardas568      x.xx                6.20                
Pavarde569     Vardas569      x.xx                5.40                
Pavarde570     Vardas570      x.xx                8.80                
Pavarde571     Vardas571      x.xx                5.20                
Pavarde572     Vardas572      x.xx                6.40                
Pavarde573     Vardas573      x.xx                7.40                
Pavarde575     Vardas575      x.xx                8.40                
Pavarde576     Vardas576      x.xx                8.00                
Pavarde578     Vardas578      x.xx                5.80                
Pavarde579     Vardas579      x.xx                7.20                
Pavarde584     Vardas584      x.xx                7.20                
Pavarde585     Vardas585      x.xx                5.20                
Pavarde587     Vardas587      x.xx                8.60                
Pavarde589     Vardas589      x.xx                8.40                
Pavarde590     Vardas590      x.xx                5.40                
Pavarde591     Vardas591      x.xx                5.80                
Pavarde593     Vardas593      x.xx                5.20                
Pavarde596     Vardas596      x.xx                5.00                
Pavarde597     Vardas597      x.xx                5.20                
Pavarde600     Vardas600      x.xx                5.00                
Pavarde601     Vardas601      x.xx                5.60                
Pavarde603     Vardas603      x.xx                5.80                
Pavarde604     Vardas604      x.xx                5.60                
Pavarde606     Vardas606      x.xx                7.00                
Pavarde607     Vardas607      x.xx                7.20                
Pavarde608     Vardas608      x.xx                5.60                
Pavarde611     Vardas611      x.xx                7.40                
Pavarde613     Vardas613      x.xx                8.60                
Pavarde616     Vardas616      x.xx                5.60                
Pavarde617     Vardas617      x.xx                7.40                
Pavarde620     Vardas620      x.xx                5.20                
Pavarde622     Vardas622      x.xx                6.80                
Pavarde623     Vardas623      x.xx                7.60                
Pavarde624     Vardas624      x.xx                8.20                
Pavarde626     Vardas626      x.xx                8.00                
Pavarde628     Vardas628      x.xx                5.40                
Pavarde629     Vardas629      x.xx                5.00                
Pavarde630     Vardas630      x.xx                8.40                
Pavarde634     Vardas634      x.xx                6.20                
Pavarde635     Vardas635      x.xx                5.60                
Pavarde636     Vardas636      x.xx                7.00                
Pavarde638     Vardas638      x.xx                7.00                
Pavarde639     Vardas639      x.xx                6.80                
Pavarde640     Vardas640      x.xx                5.00                
Pavarde645     Vardas645      x.xx                8.80                
Pavarde646     Vardas646      x.xx                6.80                
Pavarde647     Vardas647      x.xx                6.60                
Pavarde649     Vardas649      x.xx                5.40                
Pavarde650     Vardas650      x.xx                7.40                
Pavarde651     Vardas651      x.xx                8.20                
Pavarde652     Vardas652      x.xx                6.20                
Pavarde653     Vardas653      x.xx                7.20                
Pavarde655     Vardas655      x.xx                5.60                
Pavarde656     Vardas656      x.xx                8.80                
Pavarde658     Vardas658      x.xx                5.20                
Pavarde660     Vardas660      x.xx                6.20                
Pavarde662     Vardas662      x.xx                8.00                
Pavarde663     Vardas663      x.xx                7.00                
Pavarde665     Vardas665      x.xx                5.40                
Pavarde666     Vardas666      x.xx                7.20                
Pavarde667     Vardas667      x.xx                6.60                
Pavarde668     Vardas668      x.xx                8.40                
Pavarde670     Vardas670      x.xx                7.40                
Pavarde674     Vardas674      x.xx                5.20                
Pavarde675     Vardas675      x.xx                8.20                
Pavarde676     Vardas676      x.xx                7.60                
Pavarde678     Vardas678      x.xx                6.00                
Pavarde679     Vardas679      x.xx                8.40                
Pavarde680     Vardas680      x.xx                5.20                
Pavarde681     Vardas681      x.xx                6.60                
Pavarde683     Vardas683      x.xx                6.00                
Pavarde684     Vardas684      x.xx                8.20                
Pavarde686     Vardas686      x.xx                6.60                
Pavarde688     Vardas688      x.xx                6.20                
Pavarde690     Vardas690      x.xx                7.60                
Pavarde693     Vardas693      x.xx                6.20                
Pavarde696     Vardas696      x.xx                8.60                
Pavarde697     Vardas697      x.xx                7.00                
Pavarde699     Vardas699      x.xx                5.80                
Pavarde700     Vardas700      x.xx                5.40                
Pavarde702     Vardas702      x.xx                8.60                
Pavarde703     Vardas703      x.xx                6.60                
Pavarde704     Vardas704      x.xx                8.40                
Pavarde706     Vardas706      x.xx                5.40                
Pavarde709     Vardas709      x.xx                6.40                
Pavarde710     Vardas710      x.xx                5.00                
Pavarde712     Vardas712      x.xx                7.40                
Pavarde714     Vardas714      x.xx                8.20                
Pavarde715     Vardas715      x.xx                8.80                
Pavarde717     Vardas717      x.xx                6.80                
Pavarde718     Vardas718      x.xx                6.60                
Pavarde721     Vardas721      x.xx                7.40                
Pavarde723     Vardas723      x.xx                6.40                
Pavarde729     Vardas729      x.xx                6.80                
Pavarde730     Vardas730      x.xx                5.00                
Pavarde732     Vardas732      x.xx                5.60                
Pavarde733     Vardas733      x.xx                7.20                
Pavarde734     Vardas734      x.xx                8.20                
Pavarde736     Vardas736      x.xx                5.80                
Pavarde737     Vardas737      x.xx                7.80                
Pavarde739     Vardas739      x.xx                6.20                
Pavarde741     Vardas741      x.xx                8.40                
Pavarde742     Vardas742      x.xx                8.00                
Pavarde743     Vardas743      x.xx                6.40                
Pavarde744     Vardas744      x.xx                6.80                
Pavarde745     Vardas745      x.xx                6.20                
Pavarde747     Vardas747      x.xx                5.00                
Pavarde748     Vardas748      x.xx                6.20                
Pavarde750     Vardas750      x.xx                6.00                
Pavarde752     Vardas752      x.xx                5.60                
Pavarde753     Vardas753      x.xx                7.80                
Pavarde754     Vardas754      x.xx                6.20                
Pavarde755     Vardas755      x.xx                6.40                
Pavarde756     Vardas756      x.xx                5.60                
Pavarde758     Vardas758      x.xx                5.20                
Pavarde759     Vardas759      x.xx                5.80                
Pavarde762     Vardas762      x.xx                5.80                
Pavarde765     Vardas765      x.xx                6.00                
Pavarde766     Vardas766      x.xx                6.60                
Pavarde769     Vardas769      x.xx                6.00                
Pavarde771     Vardas771      x.xx                6.00                
Pavarde772     Vardas772      x.xx                8.80                
Pavarde773     Vardas773      x.xx                8.00                
Pavarde776     Vardas776      x.xx                5.60                
Pavarde778     Vardas778      x.xx                8.20                
Pavarde779     Vardas779      x.xx                5.40                
Pavarde781     Vardas781      x.xx                5.60                
Pavarde782     Vardas782      x.xx                8.40                
Pavarde783     Vardas783      x.xx                8.80                
Pavarde785     Vardas785      x.xx                5.80                
Pavarde786     Vardas786      x.xx                6.40                
Pavarde788     Vardas788      x.xx                8.20                
Pavarde789     Vardas789      x.xx                5.60                
Pavarde790     Vardas790      x.xx                6.00                
Pavarde792     Vardas792      x.xx                6.00                
Pavarde793     Vardas793      x.xx                5.00                
Pavarde795     Vardas795      x.xx                5.80                
Pavarde796     Vardas796      x.xx                8.40                
Pavarde797     Vardas797      x.xx                8.40                
Pavarde799     Vardas799      x.xx                5.20                
Pavarde803     Vardas803      x.xx                8.00                
Pavarde806     Vardas806      x.xx                8.80                
Pavarde807     Vardas807      x.xx                6.40                
Pavarde808     Vardas808      x.xx                7.40                
Pavarde809     Vardas809      x.xx                7.20                
Pavarde811     Vardas811      x.xx                6.40                
Pavarde812     Vardas812      x.xx                5.40                
Pavarde817     Vardas817      x.xx                8.20                
Pavarde819     Vardas819      x.xx                7.80                
Pavarde820     Vardas820      x.xx                6.80                
Pavarde821     Vardas821      x.xx                6.00                
Pavarde822     Vardas822      x.xx                5.60                
Pavarde823     Vardas823      x.xx                6.60                
Pavarde825     Vardas825      x.xx                5.00                
Pavarde826     Vardas826      x.xx                8.40                
Pavarde827     Vardas827      x.xx                5.40                
Pavarde828     Vardas828      x.xx                7.00                
Pavarde829     Vardas829      x.xx                7.00                
Pavarde830     Vardas830      x.xx                6.00                
Pavarde831     Vardas831      x.xx                7.40                
Pavarde833     Vardas833      x.xx                6.80                
Pavarde834     Vardas834      x.xx                7.40                
Pavarde835     Vardas835      x.xx                6.80                
Pavarde836     Vardas836      x.xx                6.20                
Pavarde838     Vardas838      x.xx                5.60                
Pavarde840     Vardas840      x.xx                5.20                
Pavarde841     Vardas841      x.xx                8.40                
Pavarde842     Vardas842      x.xx                5.20                
Pavarde844     Vardas844      x.xx                8.00                
Pavarde845     Vardas845      x.xx                8.60                
Pavarde846     Vardas846      x.xx                6.20                
Pavarde847     Vardas847      x.xx                7.80                
Pavarde848     Vardas848      x.xx                8.40                
Pavarde849     Vardas849      x.xx                7.60                
Pavarde850     Vardas850      x.xx                8.60                
Pavarde851     Vardas851      x.xx                7.20                
Pavarde852     Vardas852      x.xx                5.20                
Pavarde853     Vardas853      x.xx                7.40                
Pavarde856     Vardas856      x.xx                5.20                
Pavarde857     Vardas857      x.xx                8.20                
Pavarde858     Vardas858      x.xx                6.40                
Pavarde860     Vardas860      x.xx                6.00                
Pavarde862     Vardas862      x.xx                5.80                
Pavarde863     Vardas863      x.xx                7.00                
Pavarde865     Vardas865      x.xx                7.80                
Pavarde866     Vardas866      x.xx                6.00                
Pavarde867     Vardas867      x.xx                7.20                
Pavarde870     Vardas870      x.xx                8.40                
Pavarde872     Vardas872      x.xx                7.80                
Pavarde873     Vardas873      x.xx                7.80                
Pavarde879     Vardas879      x.xx                5.40                
Pavarde880     Vardas880      x.xx                5.80                
Pavarde881     Vardas881      x.xx                8.00                
Pavarde883     Vardas883      x.xx                9.00                
Pavarde884     Vardas884      x.xx                5.20                
Pavarde885     Vardas885      x.xx                5.40                
Pavarde887     Vardas887      x.xx                5.60                
Pavarde888     Vardas888      x.xx                7.80                
Pavarde889     Vardas889      x.xx                5.40                
Pavarde890     Vardas890      x.xx                8.00                
Pavarde894     Vardas894      x.xx                6.40                
Pavarde898     Vardas898      x.xx                5.40                
Pavarde899     Vardas899      x.xx                7.80                
Pavarde900     Vardas900      x.xx                6.60                
Pavarde901     Vardas901      x.xx                5.60                
Pavarde902     Vardas902      x.xx                6.60                
Pavarde903     Vardas903      x.xx                5.60                
Pavarde905     Vardas905      x.xx                5.60                
Pavarde907     Vardas907      x.xx                6.40                
Pavarde908     Vardas908      x.xx                6.40                
Pavarde909     Vardas909      x.xx                6.40                
Pavarde910     Vardas910      x.xx                8.40                
Pavarde911     Vardas911      x.xx                5.00                
Pavarde915     Vardas915      x.xx                6.60                
Pavarde916     Vardas916      x.xx                6.20                
Pavarde917     Vardas917      x.xx                8.20                
Pavarde918     Vardas918      x.xx                5.20                
Pavarde919     Vardas919      x.xx                8.00                
Pavarde922     Vardas922      x.xx                8.20                
Pavarde924     Vardas924      x.xx                5.40                
Pavarde925     Vardas925      x.xx                7.40                
Pavarde927     Vardas927      x.xx                7.00                
Pavarde930     Vardas930      x.xx                7.00                
Pavarde931     Vardas931      x.xx                6.00                
Pavarde932     Vardas932      x.xx                5.60                
Pavarde935     Vardas935      x.xx                5.80                
Pavarde938     Vardas938      x.xx                8.00                
Pavarde939     Vardas939      x.xx                6.00                
Pavarde940     Vardas940      x.xx                7.60                
Pavarde943     Vardas943      x.xx                5.00                
Pavarde944     Vardas944      x.xx                5.80                
Pavarde946     Vardas946      x.xx                5.60                
Pavarde947     Vardas947      x.xx                6.40                
Pavarde948     Vardas948      x.xx                6.00                
Pavarde949     Vardas949      x.xx                6.60                
Pavarde951     Vardas951      x.xx                7.20                
Pavarde954     Vardas954      x.xx                7.40                
Pavarde955     Vardas955      x.xx                7.00                
Pavarde961     Vardas961      x.xx                5.00                
Pavarde962     Vardas962      x.xx                6.60                
Pavarde963     Vardas963      x.xx                7.00                
Pavarde964     Vardas964      x.xx                5.40                
Pavarde965     Vardas965      x.xx                6.40                
Pavarde966     Vardas966      x.xx                5.00                
Pavarde968     Vardas968      x.xx                6.20                
Pavarde969     Vardas969      x.xx                5.40                
Pavarde972     Vardas972      x.xx                6.00                
Pavarde973     Vardas973      x.xx                6.40                
Pavarde975     Vardas975      x.xx                8.80                
Pavarde977     Vardas977      x.xx                6.40                
Pavarde978     Vardas978      x.xx                5.40                
Pavarde979     Vardas979      x.xx                6.20                
Pavarde980     Vardas980      x.xx                7.60                
Pavarde982     Vardas982      x.xx                6.00                
Pavarde984     Vardas984      x.xx                6.40                
Pavarde987     Vardas987      x.xx                5.20                
Pavarde989     Vardas989      x.xx                8.20                
Pavarde990     Vardas990      x.xx                5.60                
Pavarde992     Vardas992      x.xx                6.20                
Pavarde993     Vardas993      x.xx                8.80                
Pavarde994     Vardas994      x.xx                5.80                
Pavarde996     Vardas996      x.xx                8.00                
Pavarde997     Vardas997      x.xx                8.80                
Pavarde1001    Vardas1001     x.xx                6.40                
Pavarde1003    Vardas1003     x.xx                7.80                
Pavarde1004    Vardas1004     x.xx                6.60                
Pavarde1005    Vardas1005     x.xx                6.60                
